,HG00096,HG00097,HG00099,HG00100,HG00101,HG00102,HG00103,HG00104,HG00106,HG00108,HG00109,HG00110,HG00111,HG00112,HG00114,HG00116,HG00117,HG00118,HG00119,HG00120,HG00121,HG00122,HG00123,HG00124,HG00125,HG00126,HG00127,HG00128,HG00129,HG00130,HG00131,HG00133,HG00134,HG00135,HG00136,HG00137,HG00138,HG00139,HG00141,HG00142,HG00143,HG00146,HG00148,HG00149,HG00150,HG00151,HG00152,HG00154,HG00155,HG00156,HG00158,HG00159,HG00160,HG00171,HG00173,HG00174,HG00176,HG00177,HG00178,HG00179,HG00180,HG00182,HG00183,HG00185,HG00186,HG00187,HG00188,HG00189,HG00231,HG00232,HG00233,HG00234,HG00235,HG00236,HG00238,HG00239,HG00240,HG00242,HG00243,HG00244,HG00245,HG00246,HG00247,HG00249,HG00250,HG00251,HG00252,HG00253,HG00255,HG00256,HG00257,HG00258,HG00259,HG00260,HG00261,HG00262,HG00263,HG00264,HG00265,HG00266,HG00267,HG00268,HG00269,HG00271,HG00272,HG00273,HG00274,HG00275,HG00276,HG00277,HG00278,HG00280,HG00281,HG00282,HG00284,HG00285,HG00306,HG00309,HG00310,HG00311,HG00312,HG00313,HG00315,HG00319,HG00320,HG00321,HG00323,HG00324,HG00325,HG00326,HG00327,HG00328,HG00329,HG00330,HG00331,HG00332,HG00334,HG00335,HG00336,HG00337,HG00338,HG00339,HG00341,HG00342,HG00343,HG00344,HG00345,HG00346,HG00349,HG00350,HG00351,HG00353,HG00355,HG00356,HG00358,HG00359,HG00360,HG00361,HG00362,HG00364,HG00366,HG00367,HG00369,HG00372,HG00373,HG00375,HG00376,HG00377,HG00378,HG00381,HG00382,HG00383,HG00384,HG01334,NA06984,NA06986,NA06989,NA06994,NA07037,NA07048,NA07051,NA07056,NA07347,NA07357,NA10847,NA10851,NA11829,NA11830,NA11831,NA11843,NA11892,NA11893,NA11894,NA11920,NA11930,NA11931,NA11992,NA11993,NA11994,NA11995,NA12004,NA12006,NA12043,NA12044,NA12045,NA12058,NA12144,NA12154,NA12155,NA12249,NA12272,NA12273,NA12275,NA12282,NA12283,NA12286,NA12287,NA12340,NA12341,NA12342,NA12347,NA12348,NA12383,NA12399,NA12400,NA12413,NA12489,NA12546,NA12716,NA12717,NA12718,NA12749,NA12750,NA12751,NA12761,NA12763,NA12775,NA12777,NA12778,NA12812,NA12814,NA12815,NA12827,NA12829,NA12830,NA12842,NA12843,NA12872,NA12873,NA12874,NA12889,NA12890,NA18486,NA18487,NA18489,NA18498,NA18499,NA18502,NA18505,NA18508,NA18510,NA18511,NA18517,NA18519,NA18520,NA18858,NA18861,NA18867,NA18868,NA18870,NA18873,NA18907,NA18908,NA18909,NA18910,NA18912,NA18916,NA18917,NA18923,NA18933,NA18934,NA19093,NA19095,NA19096,NA19098,NA19099,NA19102,NA19107,NA19108,NA19113,NA19114,NA19116,NA19117,NA19118,NA19119,NA19121,NA19129,NA19130,NA19131,NA19137,NA19138,NA19146,NA19147,NA19149,NA19150,NA19152,NA19160,NA19171,NA19172,NA19175,NA19185,NA19189,NA19190,NA19197,NA19198,NA19200,NA19204,NA19207,NA19209,NA19213,NA19222,NA19223,NA19225,NA19235,NA19236,NA19247,NA19248,NA19256,NA19257,NA20502,NA20503,NA20504,NA20505,NA20506,NA20507,NA20508,NA20509,NA20510,NA20512,NA20513,NA20515,NA20516,NA20517,NA20518,NA20519,NA20520,NA20521,NA20524,NA20525,NA20527,NA20528,NA20529,NA20530,NA20531,NA20532,NA20534,NA20535,NA20536,NA20537,NA20538,NA20539,NA20540,NA20541,NA20542,NA20543,NA20544,NA20581,NA20582,NA20585,NA20586,NA20588,NA20589,NA20752,NA20754,NA20756,NA20757,NA20758,NA20759,NA20760,NA20761,NA20765,NA20766,NA20768,NA20769,NA20770,NA20771,NA20772,NA20773,NA20774,NA20778,NA20783,NA20785,NA20786,NA20787,NA20790,NA20792,NA20795,NA20796,NA20797,NA20798,NA20799,NA20800,NA20801,NA20802,NA20803,NA20804,NA20805,NA20806,NA20807,NA20808,NA20809,NA20810,NA20811,NA20812,NA20813,NA20814,NA20815,NA20816,NA20819,NA20826,NA20828
bmp8a,,,-0.3017578125,,,,,-0.22998046875,,,,,,,0.51318359375,,,,,,,,,-0.93017578125,-0.03106689453125,,-0.1842041015625,,,,,,,,,,-0.31103515625,,,,,,,,,,,,-0.09954833984375,,,,-0.1900634765625,,,,,,-0.402099609375,,,,,,,-0.26708984375,,,,,,-0.6865234375,,,,,,0.1978759765625,,,,,-0.163818359375,,,,,,,,,,,,,,,,,-1.1728515625,,,,,,,-0.050537109375,,,-0.2529296875,,,-1.2392578125,,,,,,,-0.209716796875,,,,,,,,0.2442626953125,,,,,,,,,,,,,,,-0.31298828125,,-0.42919921875,,,,-0.69287109375,,,-0.2509765625,,,,0.40673828125,-0.609375,0.1629638671875,-1.0478515625,,0.876953125,,,,,,,,-0.068603515625,,0.045379638671875,,0.05133056640625,,,,0.429931640625,,,-0.73828125,,-0.04766845703125,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.88671875,-0.301513671875,,,,-0.457275390625,,,,,0.0853271484375,,,,,,-0.94287109375,,,,,,,,,,,,,,,,,-0.6279296875,-0.841796875,,,,-0.459716796875,0.11749267578125,,-0.255615234375,,,-0.41552734375,,,,,,,,,-0.435791015625,0.11431884765625,,0.029571533203125,,,-0.1358642578125,,,,,,,,,,0.0716552734375,,,,,,,,-0.0546875,,0.418701171875,,,,,,,-0.83203125,,,-0.10137939453125,-0.587890625,,,-0.1851806640625,,,,,,,,,,-0.60302734375,,,,,,,0.28076171875,0.1676025390625,,-0.6162109375,,,-0.9521484375,-0.140380859375,,0.240234375,,,,,,0.2078857421875,,,0.681640625,,,,,,,,,,,,,,,,,,,,,,,,,-0.93310546875,,,,,,0.14208984375,,,,,,,,,,,,-0.06756591796875,,,,,,-0.69580078125,,0.094482421875,,0.33251953125,,-0.673828125,,,0.572265625,,,,,,,,,,,,,,,,,,,,-0.281982421875,,,0.544921875,,-0.1756591796875,
bmp8b,,,,,,,,,,,,,,,,,-0.1356201171875,,1.259765625,,,,-0.339599609375,,,,,,,,,,,,,,,,,,-0.09283447265625,,,0.6865234375,,,,-0.98779296875,,,,,,,,,,,,,,,,0.9951171875,,,0.55859375,,1.384765625,,,-0.348388671875,,,,,,1.6904296875,,,,,0.324951171875,,2.025390625,,,,,,,,,-0.08111572265625,1.103515625,,,,0.71240234375,,1.1123046875,,,,,,,,,,0.2381591796875,,-0.798828125,,,,,,,,,,,,,,1.4697265625,,1.5546875,,,,,,,,-0.40771484375,,,,-0.252197265625,,,0.90234375,-0.1981201171875,,-0.449951171875,,-0.36083984375,,,,,,,,,,,,,0.2060546875,,,,,0.1846923828125,,,1.28125,,,,,,,,0.18896484375,1.4541015625,,,,,,,,,,0.837890625,,0.51171875,,,,1.076171875,0.321533203125,1.216796875,,,,,,,,,1.5927734375,,,,,1.400390625,,0.6923828125,,,,,0.388427734375,1.3330078125,0.328857421875,,,,0.84423828125,,,,0.265380859375,,,,,,,,,,0.7841796875,,,,-0.21044921875,,-0.5546875,,,,,,,,,,,,0.53173828125,,,,,,,,,,,,,,,,,,1.3701171875,,,,0.875,,,,,,,1.0205078125,1.568359375,,,,,1.0625,,,,,,,,,,,,,,,,,,,,,,,,,0.73388671875,,1.486328125,,,,,,,,,,,1.5068359375,,-1.212890625,,,,1.552734375,0.7041015625,,,1.07421875,,,,-0.309814453125,,1.7861328125,,,,,,0.452880859375,,,,,,,,1.71875,,,-0.296875,,,,-0.2203369140625,,,0.07891845703125,,,,1.1025390625,,,,,,,,,,,,,,,1.3056640625,1.052734375,0.578125,,,,,,,0.84521484375,,,,1.3486328125,,,1.2939453125,,-0.2607421875,,,,,,,,,-0.1075439453125,,,,,,
bnip1,,,,,,,,,,,,2.58203125,,,,2.5546875,,2.4921875,,,,,2.515625,,,2.32421875,,2.560546875,,,,,,,,,2.4296875,,,,,,,,,2.373046875,2.5625,,,2.5,2.52734375,,,,,2.490234375,,,,,,,,,,,,,,2.44140625,,,,,,,2.564453125,,2.599609375,,,,,,,,,,,,,,,2.51171875,,,,,,2.62890625,,,,,,,2.404296875,,,,2.83203125,,,,,,,,2.369140625,,,,,,,,,,2.326171875,,,,,,,,,,,,,,,,,,,,,,,2.595703125,,,,,,,2.52734375,,,,2.359375,2.59375,,2.541015625,,,,,3.08203125,,2.490234375,2.396484375,,,,,2.349609375,2.71875,2.541015625,2.4296875,2.298828125,,,2.46484375,,,,,,,,,,,,,,2.498046875,2.27734375,,,,2.390625,,,,,,2.451171875,,,,2.568359375,,,,,,2.677734375,2.474609375,2.349609375,,,,,,,,,,,,,,,,,,,,,2.322265625,2.533203125,2.3203125,,,,,2.37890625,,,2.4921875,,,,,2.4453125,2.572265625,,,,,,,2.58203125,,,2.37109375,2.4140625,2.50390625,,,,,,,,,2.62890625,,,,,,,,,2.55078125,,,,,,,,,,,,,,,,,,2.60546875,,,,,,,,,,,,,,,,,,2.498046875,,,,,,2.806640625,2.462890625,,,,,,2.494140625,,,2.390625,,,,,,,2.5,,,,2.466796875,,,,2.51953125,,2.44140625,,,2.640625,,,2.396484375,2.4453125,,,,2.6171875,,,,,,2.54296875,2.61328125,2.384765625,,,,,,,,,,2.408203125,,,,,,,,,,,,,,,,,,2.58984375,,,,,,,2.59375,,,,2.58203125,,,,
bola2-smg1p6,,,,,,,,,2.923828125,,,,,,2.447265625,,,,,,,,,,,,,,2.728515625,3.287109375,,,,,,2.763671875,,,,3.0234375,,,3.0859375,,,,,,,,2.357421875,,,,,,,,,,,,,,,3.017578125,,,2.501953125,,,,,,,,,2.943359375,,,,,1.5048828125,,2.7265625,,,2.8984375,,,,,,,,,,,,,2.9375,,,,3.23046875,,,3.0625,,,,,,3.03515625,3.04296875,,2.404296875,,,1.6015625,,3.337890625,3.052734375,,,,,,,,,,,,1.7705078125,,,,2.923828125,,2.771484375,,2.984375,3.271484375,,,3.333984375,,,,,,2.361328125,,,2.615234375,,2.466796875,,,2.984375,,2.974609375,1.5498046875,,,,3.435546875,,,,,,,,1.802734375,,2.94921875,,,,,,,,,,,,,,,,,3.01953125,,,,,,,,,,,3.345703125,3.1171875,1.9384765625,,,,3.236328125,,,,2.630859375,,1.099609375,,,2.87890625,,,,,,,,,,,,,,2.75390625,,,,,,,,,,,,,,,,,,,,2.42578125,,3.078125,,,,,,,,,,,,,,,,,,,,,,2.943359375,,,,,,,,3.255859375,,,,,0.92626953125,,,,,,,2.12109375,,,,,,,,,,2.775390625,,,,,,,3.265625,1.591796875,,2.7734375,,2.587890625,,,,2.931640625,,,,,,,,,,,,,,2.841796875,,,,,,,,,2.623046875,,,,,,,,,,,2.90625,,3.18359375,,,,,2.798828125,,,,2.966796875,2.4375,2.748046875,,,1.833984375,,,,3.185546875,,,,,,3.013671875,,3.013671875,,2.498046875,,,,,1.70703125,,,,,,,,2.876953125,,2.759765625,,,,,,,2.630859375,,,,,,,,3.32421875,,
borcs5,,,,,,,,,,,,,1.9833984375,,,2.11328125,2.09375,,,,,2.072265625,,,,,,,,,,,,,,1.7763671875,1.7724609375,,,,,,,2.17578125,,1.9814453125,1.9912109375,,,,,,,,,,,,,,,2.099609375,,,,,,,1.970703125,,,,,,,,,,,,,1.8125,,,,,,,,2.01953125,1.7216796875,,2.111328125,,2.03125,1.9990234375,,,,,,,,,,,,1.958984375,,,,,,,,2.3125,,,,,,,,,,,,,,,2.087890625,,2.365234375,,,,,,,1.69921875,,,,,,,2.2109375,,,,,,2.162109375,2.205078125,1.8095703125,,,,,,,2.296875,,2.123046875,,,,,,,2.060546875,,2.009765625,2.001953125,,,,,2.138671875,,,,,,,,,,,1.6484375,,,1.796875,,1.935546875,,,,,,1.9462890625,,,,,,,,,2.12890625,2.4609375,2.138671875,,,,,,1.78125,,,,,,2.119140625,,2.076171875,,,,,,,,,,2.173828125,,,,,,,,,2.380859375,,,,,,,1.9423828125,,,,,,,,,,2.2421875,,,1.9638671875,,,2.142578125,2.103515625,,1.7431640625,,,,,,,2.064453125,,,2.16015625,,,,,,,,2.203125,,,,,2.1015625,,,,,,,2.10546875,2.275390625,,,,,,,,,,,,,,,,,,2.076171875,,,,,,,,,,,,,,,,,,,,,,,2.060546875,2.095703125,,1.9716796875,,2.056640625,,,1.892578125,,,1.865234375,,,,1.8505859375,1.99609375,,,,,,,,,,,,,,2.177734375,,,2.00390625,,,,,,,1.921875,,2.013671875,,,,,,,,1.8828125,,1.962890625,,2.169921875,1.9033203125,1.994140625,,,,2.15234375,,,,,,,,2.40625,,,,,2.37109375,,,,,
borcs7,,,,1.55859375,,1.4345703125,,,,,1.5576171875,,,,,,,1.716796875,,,1.3984375,,,,2.013671875,,,,,,,,,,,,1.7490234375,,,,,,,1.673828125,,,,2.18359375,,,,,,1.3515625,,1.6328125,,,,,,,,,1.7890625,,,,,,,,,,1.7958984375,,,,,,,,1.5810546875,,,,,,1.9267578125,2.09765625,,,,,,,,1.697265625,,,,1.7451171875,,,,,,1.669921875,1.318359375,1.9619140625,1.7314453125,,,,,1.326171875,,,1.8310546875,,,,,,,,,,,,,,,,1.748046875,,,2.072265625,,,,,,2.08984375,,,,1.6923828125,1.853515625,,2.32421875,,,,,,,,,,,,,,,,,,,,,,1.9560546875,1.884765625,,,,,1.6201171875,,,,,,,,,,,,,,,,1.42578125,1.759765625,,1.9990234375,,1.900390625,1.111328125,,,1.359375,,,,,,,,,,,,,1.603515625,,,,,,,,,,,,,1.9873046875,,,,,,,,1.861328125,,,,,,,,,2.40234375,,,,,,,,1.630859375,,,,,,,,,,,,,,1.595703125,,,,,1.21875,,1.6630859375,,,,,,1.6591796875,1.888671875,,,,,,,,,,1.75,,,,,1.767578125,,,,,,,,,,1.853515625,2.068359375,,,,1.755859375,,1.439453125,1.94140625,,,,1.6044921875,,,,,,,,2.0234375,2.38671875,,,1.78125,1.7294921875,,,,,,2.19921875,,,,,,,,1.94140625,,,,,,,,,,2.189453125,1.4560546875,1.3642578125,,,1.7744140625,,,,,,,1.775390625,,,1.341796875,,,,,,,,,,,1.6181640625,,,,,1.8359375,,1.6533203125,,,,,,,,,,,,1.435546875,,1.841796875,1.484375,,,,,,,,1.865234375,,,,2.04296875,,,,
bpgm,,2.271484375,,2.349609375,,,2.33203125,2.099609375,,2.294921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33203125,,,,,,,2.23828125,2.2890625,,2.23828125,2.265625,,,2.314453125,2.30078125,2.611328125,,,,2.162109375,,,,,,,,,,2.068359375,,2.41796875,,,,,2.25390625,,,,,,,,,,,,,,,,,2.41015625,,,,,,2.412109375,,,,2.51953125,2.30078125,,,,,,,,,2.36328125,,2.51171875,2.60546875,2.396484375,,,2.38671875,,,,,,,,,,,,,,,,2.494140625,,2.349609375,,,,,2.21875,,,,,,,,,2.525390625,,,,,,,,,,,,,,,,2.39453125,,,,,,,,,,,,,,,,2.3203125,,2.38671875,,,,,,,,,,,,,,,,,,2.376953125,,,,,,,2.568359375,,,,,,,,,,,,,,,2.25,,,2.55078125,,,,,,,2.259765625,,,2.384765625,,,,,2.208984375,2.4765625,,,,,2.3359375,,,2.28515625,,,,,,,,,,,,2.484375,2.267578125,,,,,,,,,,,,2.177734375,,,2.171875,2.345703125,2.50390625,,,,,,,,,,,,,2.12890625,,,2.173828125,2.453125,,2.232421875,,,,,,,,2.18359375,,2.28125,,,2.05859375,,2.51953125,,,2.078125,2.240234375,2.494140625,,2.173828125,,,2.3046875,2.26953125,,,2.3359375,,2.07421875,,,,,,,,,,2.45703125,,,,,,,,,,,,,,,,,2.291015625,,,2.29296875,,,,,,,2.361328125,2.513671875,2.275390625,,,,,,,,,,,,,,,,,,,,2.474609375,,,,,,,2.17578125,,,,,,,,,2.21875,,,,,,,,2.42578125,,2.490234375,,2.328125,
bphl,,2.16796875,,,,,1.85546875,,,1.841796875,,,,,,,2.0546875,,1.861328125,,,,1.794921875,1.716796875,,,,,,,,1.3671875,,,,,,,1.470703125,,,,,,,,1.650390625,,,,,1.6376953125,,,,1.728515625,,,,1.955078125,,,,,,,,,,,,,,,,1.57421875,,,,,,,,,,,,,,,,,,,,,,1.8154296875,,,,,,,,1.9140625,,2.20703125,,,,,,,,,,,1.51171875,,,,1.767578125,,,,1.451171875,,2.435546875,,,,,,,,1.24609375,1.849609375,,,,,,,,,1.8828125,,,,,,2.06640625,,,,2.220703125,,,1.4453125,1.970703125,,,,,1.6513671875,,1.833984375,,2.3046875,,,,1.6337890625,,,,,2.041015625,,,,,,,,,,,,,,,,,2.005859375,,,,,,1.673828125,,,,,,,1.6181640625,,,,,,,,,,,,,1.46875,,,,,,,1.732421875,,,,,,,1.421875,,,,,,,1.345703125,,,1.65234375,,,1.7802734375,,1.7978515625,,,,,,1.689453125,2.10546875,,,,1.462890625,1.4755859375,,1.419921875,,1.8427734375,1.494140625,,,,,1.458984375,,,,,,,,,,,,,,,1.8740234375,,,,,,1.73828125,,1.478515625,,,,,,2.013671875,,,,,,2.369140625,1.2685546875,,,,,,,,,,,,,2.06640625,,,,1.474609375,1.5048828125,,,,,,1.0732421875,,,,,,,,1.794921875,,,,,,,,,,,,2.474609375,,,1.87109375,,,,,,,,,,,,,2.232421875,,,,,,1.5693359375,,,,,1.3740234375,,,1.2373046875,,,,,1.927734375,,,,,,,,,,,1.986328125,,,,1.763671875,,,,1.6123046875,,2.052734375,,,,1.501953125,,,,,,1.5654296875,2.08984375,1.7265625
bptf,,,,2.943359375,,,,,,,2.765625,,,,3.021484375,,,,,,,,,,,2.8359375,,,2.916015625,,,2.857421875,,3.1328125,,,,,,2.736328125,2.708984375,,,2.931640625,,,,,2.7265625,,2.61328125,,,3.0390625,,,,,,,,,,,,2.72265625,2.970703125,,,,,,,,,,,,,2.595703125,2.861328125,,,2.697265625,,,,,,,,,,,,,,2.787109375,2.88671875,,2.9921875,,,,,,,,,,2.62109375,,,,,,,,,,2.9140625,,,,,,2.806640625,,,,,2.8359375,,,2.615234375,,,,,2.623046875,,,,,,2.740234375,,,,,2.89453125,,,,,2.7734375,,,,,,,2.82421875,,2.853515625,2.8515625,,,,,,2.96875,,,,,2.716796875,,,,,2.81640625,,2.796875,,,,,2.880859375,,,,,3.11328125,,,,3.03515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66796875,,,,,,,,,,,,,2.623046875,,,,3.11328125,,,,,,,,,,,2.86328125,,2.79296875,,,,,,,,,,,2.974609375,,,,,,,,,,,,2.37109375,,,,2.888671875,,,,,,,,2.78125,,,,2.80078125,,,,,,,,,,,,2.7109375,,,,,,,,,2.419921875,,,,2.751953125,,,,,,,,,,,,2.79296875,,,2.826171875,,,,2.71875,,,2.724609375,,,,,,,2.845703125,,,,,,,,,,,2.7734375,,,2.8203125,2.587890625,,,,,,,,2.83984375,,3.01953125,,2.771484375,,2.83984375,,,2.890625,3.0,,,2.8515625,2.767578125,,,,2.73046875,,,,3.15234375,2.97265625,,,,,,,,2.822265625,,,,,2.849609375,2.51953125,2.81640625,,2.24609375,,,,
braf,,2.095703125,,,,,,,1.9287109375,,,,,,,,,2.064453125,,,,,,,,,,,,2.013671875,2.087890625,,,,,,,2.126953125,,1.8349609375,,,,,,1.9052734375,,,2.04296875,,,,,,,,,,,1.849609375,,,,,,,,,2.015625,1.9580078125,,2.087890625,,,,,1.96875,,,1.9560546875,,,,1.8427734375,,1.84375,,,,1.8271484375,,,,,,,2.0234375,1.7275390625,,1.8876953125,,,,2.064453125,,,,1.9296875,,,,,,,,,,,2.01171875,,2.05078125,,,,,2.072265625,,,2.16796875,,,,,,,2.037109375,,,,2.134765625,,,,,2.111328125,,,,,,,,,2.009765625,,,,,,,,,,2.138671875,,,2.05078125,,2.005859375,,2.041015625,,2.076171875,,2.1015625,,,,,,1.9541015625,,,,,,,,,2.17578125,,,,,,,,,2.0234375,2.125,2.1171875,1.876953125,,,,,,,,1.578125,,2.05859375,,1.9609375,,1.9560546875,,,,,2.009765625,,,,2.0859375,,,2.15625,,,2.072265625,,1.9453125,,,,,2.20703125,,,,,,,,,,,2.025390625,1.732421875,2.1015625,1.767578125,1.94921875,,,,,,,,,,,,,,2.244140625,,,,,,2.197265625,,,,,,,,,,,,,,,,1.8564453125,,,,,,,,,,2.052734375,2.2421875,,,,,,,,,2.013671875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02734375,,,,,1.9033203125,2.0390625,2.015625,,,2.001953125,,,,,2.0703125,,,,,,,,,,,,1.8056640625,,,,,,,,,,,,,,,,,,,,1.8984375,2.05078125,,,,,,,,,,,,,,,1.958984375,,1.943359375,,,,1.6650390625,,,,,,,,1.9306640625,,
brip1,,,,1.4052734375,,,1.2890625,1.3447265625,,,,,,1.4345703125,,,,,,,,1.4150390625,,,,,,,,,,,,,,1.341796875,,,,1.2763671875,,0.8876953125,,1.3935546875,1.0830078125,,,,,,,,,,,,1.2998046875,,1.33984375,,,,,,1.326171875,,1.1376953125,1.1689453125,,,,1.3486328125,,1.4091796875,,1.2890625,,1.208984375,1.251953125,,,,1.314453125,,,1.130859375,,1.3828125,,,,1.4716796875,,,,,,,,,1.1943359375,,1.283203125,,,,,,,,,,,,,,,,,,,,1.490234375,,,,,,,,,,,,1.2314453125,,,,,,,,,,,,,,,,1.328125,,,,,,,,,,,1.4716796875,,,,,,1.599609375,,,,1.2470703125,,,,,,,1.6044921875,,,1.302734375,,,1.3642578125,,,,,,,,,,,,1.2587890625,,,,,,1.3994140625,,,,,,,,,1.29296875,,1.2958984375,1.10546875,,,,,,,,,1.400390625,,,,,,1.1416015625,,,,,1.4658203125,,,,,,,,,,1.3857421875,1.337890625,,,,,1.32421875,,,,,1.4326171875,,1.00390625,,,1.2880859375,,0.826171875,,,,,,,,1.1806640625,,,,,,1.419921875,,,,,0.931640625,,,1.2705078125,1.03515625,,,,1.5029296875,,1.0263671875,1.083984375,,,,,,,,,,,,,,,,,1.4150390625,,,1.4501953125,,,,,1.203125,1.50390625,,,,1.41796875,,,,,1.48046875,,,,,,,,,,,1.318359375,1.11328125,,1.240234375,,,,,,,1.27734375,1.3115234375,,,,,1.208984375,,,,,,,,,,,,,,,,,,,,1.18359375,,,,1.39453125,,,1.1923828125,,,,,,,,,,,,,,,,,,,1.458984375,,1.3388671875,,1.2919921875,,,,,,,,,1.21875,,,,,,,
brk1,,,,,,,,,,,,4.9453125,,,,,,,,,,4.91796875,,,4.84375,4.78515625,,,,,4.89453125,,,,,,,,,,,,,,,4.640625,4.94140625,,4.9375,4.72265625,,,,,,,,4.8046875,,,,,,,,,,,,4.8671875,,,,4.859375,,4.91015625,,,4.74609375,,,,,,4.9140625,,,,,,,,,,,,,,4.96484375,,,,,,,,,,,,,,,,,,,,4.921875,,,,,,,,,,,,,,,,,,,,,,,,,4.70703125,,,,,,,,,4.89453125,,,,,,,4.80859375,,4.91796875,,4.703125,4.98046875,4.7578125,,,,,4.765625,,,,,,,,4.8984375,,,4.60546875,,,,,4.93359375,,4.94140625,,,4.82421875,,,4.875,,,4.796875,,4.94140625,4.8359375,4.89453125,,,,,,,,,,,,,,,,,,,,,,4.62109375,,4.6875,,4.73046875,,,4.8984375,,,,,4.9140625,,,4.84765625,,,,,,4.94140625,,4.84375,,,,,4.734375,,4.8046875,,4.91015625,,4.71484375,4.63671875,4.609375,,,,,,,,,,,,,,,,,4.71484375,,,4.78125,4.828125,4.85546875,,,,,,,,,,,,,,,,,,,,,,,,4.83203125,,,,4.69921875,,4.84765625,4.7109375,,,,,,,,,,,,,,4.79296875,,,,4.83203125,,,,,,,,,,,4.859375,,,,,,4.89453125,,,,,4.7421875,4.75,4.82421875,,,,,4.859375,,,,,4.8203125,,,,,,,4.92578125,,,,,,,,,,,,,4.80859375,4.87890625,,,,,4.7265625,,4.66796875,,,4.6953125,,,,5.01953125,,,,,,4.6953125,,,,,,4.8359375,4.96484375,,,,,,,4.984375,
bsg,,,,,,,,,,4.9296875,,,4.9921875,,,,,,,,,,,,,4.77734375,,,,,,,,,,,4.80078125,4.9921875,,,,,,,,4.78515625,,,,,,,,,,,,,,,,4.89453125,5.63671875,,,,,5.140625,,,,,,,,5.0546875,,,4.95703125,,,,,5.34765625,4.69140625,,4.9140625,,,,,4.79296875,,,,,4.90234375,,4.93359375,,4.890625,,,,4.76953125,4.9375,,4.6171875,,4.9140625,,,,,,,4.70703125,5.04296875,4.796875,,,4.7890625,4.8671875,,,5.00390625,,5.03515625,,,,5.28515625,,5.33203125,4.78125,,,,,,,,,,,,5.07421875,,,,4.78125,,,,,,,,,,,,,,,,,,,,,,5.2421875,,,4.734375,,,,,,,,,,,,,,5.125,,,4.8828125,,,,,,,,,4.8359375,,,,,,,4.65625,,,,,,,,,,,,,,,,,,,,4.984375,,,,,4.79296875,,,5.18359375,,,,,,,4.87890625,,5.08203125,,,4.8125,,5.1953125,,,,,,,,,,,5.2734375,,,5.484375,,,,,,,,,4.390625,,,,,,,,,,,,,,5.01953125,,,,,,,,,,4.6015625,,,,,5.3046875,,,5.01171875,,4.68359375,,4.7109375,,,,,,,5.16796875,,,,,,4.734375,,,4.45703125,,,,4.99609375,,,,,5.1875,,,,,,,,4.765625,,5.140625,5.17578125,4.921875,4.76953125,,,,,,,,,,,,,,,,5.4375,,,,,,,,,5.03515625,,,5.06640625,4.8984375,4.85546875,,,,,,,,,,,,,,,,4.85546875,,,,5.01171875,,,,,,4.9921875,4.6953125,,,,,,,5.23046875,,,,,4.83203125,,,,
bspry,,,0.91552734375,,,0.9169921875,0.6337890625,,,,,,,,,,,,,0.7841796875,,,,,,0.76171875,,,,,,,,,,,,,,,,,0.88330078125,,0.189697265625,,,,,,,,,,,0.60595703125,,0.65283203125,,,,,1.0830078125,,,,,0.89892578125,,,,0.478515625,,,0.416259765625,,,,,,,,,,,,,,0.07537841796875,,0.52685546875,,,1.169921875,,1.5478515625,,,1.0009765625,,,,,-0.0919189453125,,,0.27734375,,,,,,,,,,,,,-1.2353515625,0.421875,,,,,,,,0.505859375,0.5205078125,,,,,,,,,,,,0.8427734375,,,,,1.2392578125,,,,0.1741943359375,0.7802734375,,,,,,,0.392578125,,,1.185546875,,1.2197265625,,,,,,,1.484375,,,,,,0.9580078125,,,1.4228515625,0.09161376953125,0.449462890625,0.1060791015625,,1.28125,1.0556640625,,,,,,,,,,,,,,,,,,1.3515625,,0.50048828125,,,,,-0.128662109375,,,,,,,,,,,,,,,0.93994140625,,,0.64599609375,,,,,,,,,,,,,,,,1.880859375,,,0.36328125,,,,,-0.396728515625,1.583984375,,,,,,,-0.1444091796875,-0.1302490234375,1.115234375,,,,,,,,,0.37939453125,,,,,,,,1.1640625,,,,,,,,,,0.384765625,,,,-0.1329345703125,0.6240234375,,,,,,,,,1.1484375,,,,,,,,,1.15625,,,,,,,,,,,,1.2744140625,0.65966796875,,,,,,,,,,,,1.0078125,,1.4560546875,0.217529296875,,,,,,,,,,,,,1.0029296875,,1.1044921875,,,,,,,,0.4296875,,0.76806640625,0.84423828125,1.345703125,-0.56494140625,,,0.0240478515625,,,,,,,,0.697265625,,,,,0.32275390625,0.64501953125,0.9169921875,,,,,,,,,,,,,,,0.5546875,,,,,1.412109375,,,,,,,,,,,,,,
